Symbol,lung_tsne2d_hier_clust,brain_tsne2d_hier_clust,pbmc_tsne2d_hier_clust,liver_tsne2d_hier_clust,colon_tsne2d_hier_clust,gut_tsne2d_hier_clust,heart_tsne2d_hier_clust,kidney_tsne2d_hier_clust,retina_tsne2d_hier_clust
SERPINB6,95,30,52,103,79,35,46,86,16
SERPINB7,49,75,21,3,130,74,106,36,40
SERPINB8,49,66,46,100,132,74,65,125,7
SERPINB9,82,40,81,22,34,13,12,73,139
SERPINB9P1,89,105,118,128,31,149,16,131,22
SERPINC1,117,20,39,99,133,44,59,14,11
SERPIND1,117,66,46,100,131,44,54,14,6
SERPINE1,113,21,43,99,133,66,58,9,44
SERPINE2,107,122,20,2,123,83,110,31,60
SERPINF1,119,75,21,31,121,78,102,35,53
SERPINF2,106,77,17,8,121,70,126,26,38
SERPING1,49,78,25,2,130,78,106,33,40
SERPINH1,85,91,29,35,106,37,120,85,50
SERPINI1,114,67,25,101,133,66,101,9,44
SERPINI2,63,45,79,86,82,52,50,141,13
SERTAD1,28,70,56,69,25,124,82,65,68
SERTAD2,28,70,56,69,25,116,89,69,66
SERTAD3,17,70,58,73,17,116,72,68,68
SERTAD4,53,46,72,22,53,137,39,56,135
SERTAD4-AS1,13,107,108,25,70,43,43,71,33
SERTM1,104,125,34,3,119,71,123,27,57
SESN1,71,39,63,24,32,9,34,112,110
SESN2,82,46,78,22,91,139,36,115,115
SESN3,52,35,66,56,59,144,31,50,95
SESTD1,26,5,53,68,63,126,91,66,99
SET,48,64,102,44,5,104,78,42,32
SETBP1,24,73,100,135,69,14,135,117,96
SETD1A,39,60,92,76,12,98,70,44,73
SETD1B,39,60,94,76,16,110,69,46,77
SETD2,43,72,98,72,1,103,142,41,78
SETD3,74,40,63,30,57,9,6,109,109
SETD4,66,102,109,37,36,22,18,94,111
SETD5,25,69,100,65,24,109,60,61,80
SETD6,74,102,117,123,28,33,23,137,124
SETD7,29,96,122,126,70,107,141,121,83
SETD9,65,41,78,16,92,19,43,110,137
SETDB1,31,73,100,26,70,109,133,121,80
SETDB2,32,51,89,27,52,15,2,135,136
SETMAR,61,97,111,114,43,149,17,137,126
SETSIP,112,106,110,114,38,22,18,94,122
SETX,34,6,87,92,47,47,63,114,134
SEZ6,78,89,48,63,96,33,26,87,27
SEZ6L,110,21,86,87,84,49,53,15,10
SEZ6L2,107,122,20,10,123,77,110,31,59
SF1,48,64,102,42,5,104,74,42,32
SF3A1,1,10,5,50,9,95,97,104,36
SF3A2,2,62,96,50,11,95,98,108,29
SF3A3,2,62,96,46,11,96,98,108,29
SF3B1,5,9,4,50,8,91,97,104,34
SF3B2,5,9,4,50,8,91,97,104,34
SF3B3,1,10,96,50,9,95,68,108,29
SF3B4,1,10,5,50,11,94,98,105,36
SF3B5,45,61,95,46,11,96,74,43,28
SF3B6,2,65,97,48,10,92,77,106,31
SFI1,19,17,126,82,65,129,93,64,92
SFMBT1,25,71,100,127,27,123,136,62,81
SFMBT2,31,26,120,26,40,149,134,119,103
SFN,44,73,112,120,70,103,137,49,79
SFPQ,1,10,5,48,9,95,97,108,36
SFR1,16,14,54,94,21,132,32,72,128
SFRP1,117,30,83,87,84,55,50,139,2
SFRP2,52,50,64,21,50,15,35,135,133
SFRP4,33,8,89,93,46,142,28,70,127
SFRP5,57,99,114,128,57,139,23,116,113
SFSWAP,48,63,102,42,5,99,76,42,32
SFT2D1,104,125,36,3,119,72,123,27,60
SFT2D2,102,120,18,8,115,70,126,27,57
SFT2D3,104,76,37,4,127,64,123,1,54
SFTA2,97,21,41,105,75,51,44,88,16
SFTPA1,47,30,61,136,134,63,58,127,52
SFTPA2,116,84,47,99,125,65,117,9,45
SFTPB,43,36,66,30,30,23,31,105,
SFTPC,6,111,8,11,108,79,147,22,87
SFTPD,50,32,61,136,134,63,58,127,52
SFXN1,87,113,31,55,103,134,94,126,52
SFXN2,102,125,17,8,115,71,126,29,57
SFXN3,10,109,12,13,107,86,128,25,84
SFXN4,99,81,32,4,127,69,125,11,45
SFXN5,11,117,15,8,112,84,126,20,84
SGCA,9,117,14,6,111,89,130,21,90
SGCB,6,111,8,11,108,79,148,22,87
SGCD,113,85,42,99,73,68,104,8,5
SGCE,115,85,27,96,126,41,101,10,42
SGCG,75,33,83,103,79,35,33,86,144
SGCZ,103,127,34,33,128,63,109,3,54
SGF29,41,53,93,77,19,111,66,45,63
SGIP1,38,6,87,111,131,47,62,124,127
SGK1,76,31,85,87,84,50,63,141,12
SGK2,82,42,70,116,34,24,10,83,146
SGK3,76,49,73,82,84,51,47,138,14
SGMS1,96,32,84,105,84,36,55,89,2
SGMS1-AS1,89,107,64,58,,54,89,127,121
SGMS2,95,83,38,104,74,66,101,87,42
SGO1,44,54,99,72,16,103,138,49,79
SGO2,23,39,121,118,58,149,14,93,125
SGPL1,10,126,10,13,113,86,127,20,84
SGPP1,9,117,12,10,114,86,130,24,89
SGPP2,95,3,91,19,120,34,48,15,24
SGSH,107,122,36,3,123,70,108,31,60
SGSM1,76,30,82,59,86,34,41,140,14
SGSM2,78,22,81,64,71,52,45,89,3
SGSM3,116,23,42,102,76,62,117,87,4
SGTA,3,121,16,13,110,87,130,34,86
SGTB,119,122,17,5,122,73,123,36,59
SH2B1,35,12,88,94,45,132,79,70,47
SH2B2,35,14,54,81,45,122,79,51,99
SH2B3,52,3,91,90,47,47,88,134,10
SH2D1A,36,3,87,92,49,122,83,56,46
SH2D1B,36,3,90,92,45,122,79,51,127
SH2D2A,26,14,55,81,63,124,71,66,99
SH2D3A,49,74,21,3,132,74,106,35,43
SH2D3C,93,82,33,137,120,60,116,85,45
SH2D4A,13,70,58,70,17,117,73,37,64
SH2D5,75,30,78,88,81,55,49,5,11
SH3BGR,60,28,114,127,44,8,85,75,137
SH3BGRL,90,90,48,136,85,40,118,97,22
SH3BGRL2,68,100,68,32,28,32,15,103,118
SH3BGRL3,92,91,29,35,85,37,120,85,50
SH3BP1,74,28,76,117,32,149,23,137,114
SH3BP2,54,5,67,71,54,122,90,57,128
SH3BP4,119,75,20,131,130,73,144,36,53
SH3BP5,52,50,66,90,54,136,91,114,129
SH3BP5-AS1,20,54,2,73,2,149,61,53,61
SH3BP5L,52,37,78,21,53,141,27,60,129
SH3D19,76,49,85,110,84,16,88,143,12
SH3D21,78,89,97,32,79,39,52,87,2
SH3GL1,76,52,85,105,86,14,32,115,143
SH3GL1P1,68,27,63,127,,13,38,110,131
SH3GL1P2,84,41,63,32,88,19,39,115,131
SH3GL2,33,3,88,92,49,132,88,135,127
SH3GL3,89,105,49,40,95,33,20,99,20
SH3GLB1,96,33,40,101,74,50,56,77,11
SH3GLB2,36,5,54,90,63,126,91,66,92
SH3KBP1,26,70,54,70,63,117,73,62,71
SH3PXD2A,15,55,24,79,20,119,146,71,61
SH3PXD2B,58,27,62,85,62,144,31,58,107
SH3RF1,27,16,54,79,21,117,145,72,71
SH3RF2,20,69,123,65,24,127,81,61,98
SH3RF3,16,13,24,80,20,121,146,71,69
SH3TC1,70,52,80,22,93,19,49,141,132
SH3YL1,21,36,120,127,62,146,86,136,107
SHANK1,32,50,78,85,47,14,91,129,128
SHANK2,36,3,89,91,52,142,79,50,99
SHANK3,16,14,89,94,45,122,79,66,71
SHARPIN,34,3,89,90,54,126,29,55,128
SHB,115,78,35,131,121,74,104,12,53
SHBG,97,83,47,102,74,41,120,16,1
SHC1,79,2,38,111,71,132,47,143,7
SHC2,90,91,49,63,97,39,26,97,22
SHC3,18,13,57,70,20,117,84,67,71
SHC4,53,8,90,92,49,132,83,129,46
SHCBP1,22,28,121,126,43,147,23,117,105
SHCBP1L,22,24,121,114,59,24,4,137,104
SHD,53,49,87,82,82,145,29,134,127
SHE,57,3,78,18,50,17,39,114,136
SHF,16,69,84,91,27,48,64,134,129
SHFL,14,56,1,79,19,118,145,39,69
SHH,100,85,23,132,129,64,117,11,41
SHISA2,101,86,22,95,125,41,105,9,43
SHISA3,120,67,46,106,135,74,102,13,40
SHISA4,116,84,38,104,78,62,104,16,44
SHISA5,78,30,85,105,80,51,44,77,16
SHISA6,17,70,56,69,25,117,73,69,68
SHISA8,82,89,50,34,101,31,12,97,48
SHISA9,71,51,116,16,34,8,28,141,52
SHISAL1,8,120,17,9,116,83,130,26,85
SHISAL2A,95,88,81,64,79,34,59,87,4
SHKBP1,52,4,89,91,55,143,27,60,94
SHLD1,30,93,122,112,42,147,25,93,103
SHLD2,30,94,106,121,42,148,25,122,124
SHMT1,84,42,74,17,98,10,10,74,139
SHMT2,85,115,31,39,104,20,96,130,52
SHOC1,53,14,72,57,50,15,31,56,137
SHOC2,88,104,51,62,96,31,12,98,27
SHOX,20,17,128,135,24,141,136,64,94
SHOX2,54,38,119,127,56,18,5,113,137
SHPK,36,3,90,92,55,142,27,70,128
SHPRH,39,60,94,76,16,98,69,44,77
SHQ1,112,93,111,114,42,148,115,122,123
SHROOM1,52,50,78,91,54,136,28,56,128
SHROOM2,82,44,73,17,99,3,1,80,139
SHROOM3,79,45,83,89,81,19,41,78,142
SHROOM4,112,95,113,119,44,21,15,112,111
SHTN1,78,35,59,61,53,136,41,115,133
SI,70,21,69,61,47,106,45,114,144
SIAE,3,116,16,5,110,87,121,34,58
SIAH1,25,57,1,70,25,117,72,47,64
SIAH1P1,54,17,54,81,66,145,141,53,101
SIAH2,23,69,55,71,24,123,136,61,66
SIAH3,26,5,59,19,65,136,51,16,92
SIDT1,39,71,2,119,66,111,16,128,124
SIDT2,6,111,8,15,108,79,147,22,87
SIGIRR,95,31,39,103,80,56,46,87,2
SIGLEC1,6,95,23,96,50,81,53,34,124
SIGLEC10,104,68,38,33,135,74,59,31,42
SIGLEC11,94,45,81,59,86,36,2,77,3
SIGLEC12,104,81,34,137,128,69,107,3,45
SIGLEC16,10,66,,9,132,73,44,19,39
SIGLEC5,116,32,84,110,84,56,55,88,11
SIGLEC6,51,5,66,91,55,145,93,50,94
SIGLEC7,75,31,83,86,83,51,44,138,12
SIGLEC8,18,13,126,93,20,73,41,71,59
SIGLEC9,113,67,42,86,72,62,55,17,43
SIGLECL1,107,75,20,131,123,73,113,33,59
SIGMAR1,7,109,10,13,108,81,149,25,88
SIK1,56,35,77,61,56,139,4,136,114
SIK2,79,45,52,86,81,2,27,143,142
SIK3,52,50,78,83,52,137,29,56,133
SIK3-IT1,79,41,122,119,39,10,8,111,140
SIKE1,26,15,57,70,21,124,80,66,70
SIL1,3,118,16,5,110,83,123,34,58
SIM1,21,36,116,130,61,15,85,51,95
SIM2,23,93,122,115,60,149,22,58,101
SIMC1,97,1,82,94,75,47,63,138,10
SIN3A,40,59,92,75,14,97,70,44,72
SIN3B,41,59,93,76,12,98,69,45,72
SINHCAF,41,53,94,73,12,111,67,46,77
SIPA1,69,35,63,85,91,11,33,109,131
SIPA1L1,15,55,24,79,20,119,146,71,61
SIPA1L2,35,15,54,80,63,122,80,66,70
SIPA1L3,32,5,91,92,54,126,80,60,99
SIRPA,108,1,39,67,84,48,63,139,10
SIRPB1,108,2,88,82,55,47,88,124,10
SIRPD,3,119,13,14,110,89,129,19,58
SIRPG,95,33,86,136,133,57,41,87,3
SIRT1,39,60,95,76,16,98,68,44,73
SIRT2,75,1,46,109,83,48,55,88,12
SIRT3,85,90,30,39,106,59,139,85,49
SIRT4,84,47,69,62,101,30,24,82,26
SIRT5,73,43,69,36,33,8,13,73,24
SIRT6,39,60,96,50,13,95,68,44,73
SIRT7,1,10,6,52,9,91,97,108,36
SIT1,116,86,26,106,124,74,102,9,38
SIVA1,35,12,54,81,45,132,62,51,99
SIX1,21,27,115,28,61,140,35,117,106
SIX2,54,24,120,125,60,147,61,117,107
SIX3,19,69,89,66,65,126,86,64,99
SIX4,42,54,99,73,16,114,67,46,79
SIX5,31,71,120,135,69,130,60,120,101
SIX6,20,69,67,68,24,143,60,65,92
SKA1,36,14,53,90,63,126,90,66,99
SKA2,19,5,66,66,63,141,31,60,94
SKA3,46,72,103,43,3,106,142,41,75
SKAP1,26,19,55,69,23,116,82,64,70
SKAP2,32,8,87,81,46,122,62,135,125
SKI,30,94,110,123,40,107,141,121,103
SKIDA1,30,96,122,112,2,147,133,121,124
SKIL,18,71,100,68,23,116,136,62,68
SKIV2L,111,108,101,122,37,148,114,133,121
SKOR1,26,36,115,127,64,140,93,60,93
SKP1,29,71,99,73,67,114,137,49,79
SKP1P2,74,27,59,126,56,9,61,116,108
SKP2,42,71,99,77,27,111,136,48,63
SLA,53,8,91,81,49,132,62,114,46
SLA2,26,8,89,91,49,132,88,135,46
SLAIN1,17,70,56,69,25,124,72,62,68
SLAIN2,21,25,128,113,59,108,82,120,98
SLAMF1,3,119,16,10,110,88,129,34,58
SLAMF6,113,79,27,106,121,41,101,13,42
SLAMF7,113,21,43,100,72,44,56,17,43
SLAMF8,99,87,23,97,129,68,106,11,41
SLAMF9,116,20,87,104,133,41,65,17,9
SLBP,50,72,104,42,3,105,142,128,75
SLC10A1,7,109,12,15,114,80,148,20,89
SLC10A2,96,87,27,100,78,68,106,8,45
SLC10A3,70,40,78,127,91,18,90,115,132
SLC10A4,91,84,47,98,76,66,117,5,41
SLC10A6,6,111,9,11,108,79,147,25,88
SLC10A7,102,125,36,33,118,70,123,27,56
SLC11A2,104,125,18,4,115,63,126,29,57
SLC12A1,82,89,75,32,101,30,24,75,26
SLC12A2,6,111,8,11,108,81,147,22,87
SLC12A3,78,47,82,88,100,5,48,77,18
SLC12A4,6,111,8,14,109,80,148,23,87
SLC12A5,108,82,41,83,75,56,55,16,11
SLC12A6,7,109,9,5,107,82,132,23,89
SLC12A7,6,111,8,11,108,79,147,22,87
SLC12A8,116,22,44,89,133,62,54,8,6
SLC12A9,7,109,11,10,107,82,132,23,91
SLC13A1,93,81,47,137,77,61,116,7,45
SLC13A2,97,33,84,67,84,54,46,89,16
SLC13A3,105,76,21,132,128,64,107,3,37
SLC13A4,107,121,20,9,123,71,122,27,57
SLC13A5,16,13,54,111,20,131,64,71,71
SLC14A1,104,125,34,33,127,70,109,3,54
SLC14A2,116,83,38,97,71,61,111,16,6
SLC15A1,102,125,15,3,112,70,126,29,57
SLC15A2,18,16,54,92,17,121,79,69,71
SLC15A3,98,127,32,4,105,63,125,4,57
SLC15A4,8,117,17,2,116,83,124,21,86
SLC16A1,98,80,32,4,105,58,125,6,50
SLC16A10,106,77,37,33,127,76,109,27,56
SLC16A11,70,48,68,29,99,30,50,83,27
SLC16A12,115,85,46,98,73,64,58,11,45
SLC16A13,102,120,18,2,117,83,124,30,85
SLC16A14,52,49,80,60,47,17,63,116,135
SLC16A2,8,121,17,10,117,87,130,28,86
SLC16A3,95,23,39,101,74,36,54,89,2
SLC16A4,96,33,83,102,74,35,59,5,3
SLC16A5,35,14,89,21,55,142,32,51,127
SLC16A6,58,29,59,128,58,139,85,136,125
SLC16A7,99,76,34,33,128,64,110,3,37
SLC16A8,108,31,86,104,85,44,54,15,9
SLC16A9,68,100,125,118,96,20,21,100,24
SLC17A1,83,46,,29,100,78,6,6,134
SLC17A2,8,121,17,2,116,72,124,21,58
SLC17A4,67,21,52,79,119,131,9,36,145
SLC17A5,94,48,47,136,76,60,44,5,1
SLC17A7,97,43,83,94,80,66,47,13,105
SLC17A8,116,87,26,99,73,66,111,11,45
SLC17A9,84,43,109,32,33,30,13,100,140
SLC18A1,7,109,10,15,113,80,148,24,89
SLC18A2,11,120,15,3,112,83,128,30,85
SLC18A3,91,84,45,101,78,65,106,16,5
SLC18B1,95,33,39,103,100,7,50,86,139
SLC19A1,9,118,11,6,114,83,132,21,90
SLC19A2,7,109,10,7,107,81,149,25,88
SLC19A3,99,76,26,133,126,75,108,3,38
SLC1A1,7,109,8,15,108,82,148,25,88
SLC1A2,112,106,101,45,38,20,115,92,119
SLC1A3,104,77,36,2,119,76,123,27,56
SLC1A4,101,76,23,99,128,68,117,3,37
SLC1A5,98,126,12,7,112,69,128,20,85
SLC1A6,67,106,70,118,28,4,21,122,31
SLC1A7,52,7,88,113,48,132,80,51,97
SLC20A1,9,117,11,10,111,89,132,21,90
SLC20A2,11,117,12,5,114,84,130,21,86
SLC22A1,102,121,37,7,115,86,126,25,84
SLC22A11,60,28,109,119,44,24,21,96,111
SLC22A12,88,89,50,59,96,40,26,6,20
SLC22A13,108,68,77,105,133,62,54,31,2
SLC22A14,116,87,44,102,78,65,117,8,45
SLC22A15,103,77,36,33,127,76,109,1,37
SLC22A16,102,77,18,33,118,70,123,27,57
SLC22A17,52,91,114,29,34,60,2,82,145
SLC22A18,9,117,15,7,116,84,130,21,86
SLC22A18AS,26,14,53,58,63,142,90,52,99
SLC22A2,9,120,16,11,113,82,128,24,85
SLC22A20P,90,90,48,39,,135,118,85,49
SLC22A23,119,78,21,31,124,78,113,12,53
SLC22A25,68,106,65,24,32,8,51,79,23
SLC22A3,67,51,85,85,99,65,26,76,141
SLC22A4,6,111,8,12,108,81,147,25,88
SLC22A5,120,74,25,95,135,74,105,12,40
SLC22A6,99,76,34,132,128,64,107,4,37
SLC22A8,100,76,23,133,127,68,108,3,38
SLC22A9,7,109,8,15,108,80,147,22,88
SLC23A1,15,13,58,81,17,121,84,38,69
SLC23A2,116,76,23,97,73,75,111,11,41
SLC23A3,74,3,52,29,133,131,33,5,9
SLC24A1,117,96,123,59,101,20,3,64,34
SLC24A2,1,59,,27,,,42,94,61
SLC24A3,103,76,37,33,119,64,110,1,37
SLC24A4,6,104,12,119,31,59,8,47,64
SLC24A5,113,83,86,103,71,65,57,88,6
SLC25A1,85,80,29,39,106,38,139,85,50
SLC25A10,92,80,29,35,85,37,120,85,50
SLC25A11,90,91,29,136,85,40,118,97,22
SLC25A12,87,113,31,55,103,134,94,126,52
SLC25A13,85,80,29,35,106,59,139,85,50
SLC25A14,102,125,36,2,118,70,109,27,57
SLC25A15,102,125,18,3,116,71,110,30,56
SLC25A16,106,77,36,3,118,76,110,1,60
SLC25A17,11,117,15,8,112,84,128,20,84
SLC25A18,70,46,65,18,93,18,1,113,132
SLC25A19,102,120,17,3,115,71,126,29,57
SLC25A2,78,48,41,89,81,5,48,89,16
SLC25A20,98,80,32,4,105,63,125,4,52
SLC25A21,79,33,82,19,100,35,52,86,17
SLC25A22,88,88,48,67,97,30,24,95,27
SLC25A23,99,76,34,132,127,64,106,3,37
SLC25A24,98,113,31,54,103,134,125,32,52
SLC25A25,104,127,32,137,105,63,125,4,54
SLC25A26,95,47,52,32,79,34,44,87,17
SLC25A27,88,105,125,35,85,135,18,85,30
SLC25A28,93,82,33,137,120,60,120,6,45
SLC25A29,102,125,36,3,119,70,109,29,54
SLC25A3,85,115,30,54,104,59,94,127,52
SLC25A30,8,125,17,7,117,83,123,30,57
SLC25A31,33,30,84,87,51,50,32,138,10
SLC25A32,78,88,48,136,101,34,24,96,27
SLC25A33,104,125,36,3,119,76,107,27,57
SLC25A34,57,38,59,29,93,12,7,115,130
SLC25A35,91,84,42,98,77,65,117,8,4
SLC25A36,57,51,63,59,91,18,93,110,137
SLC25A37,55,42,89,135,91,12,51,136,116
SLC25A38,69,45,105,128,90,8,52,79,126
SLC25A39,84,89,69,29,98,40,10,96,26
SLC25A4,98,126,32,13,112,85,125,20,84
SLC25A40,102,127,32,3,112,69,126,29,57
SLC25A41,108,18,46,109,134,46,62,88,7
SLC25A42,33,6,80,107,48,55,65,124,127
SLC25A43,61,98,108,126,43,139,21,137,125
SLC25A44,70,45,65,59,90,10,51,112,141
SLC25A45,1,3,92,74,25,114,48,48,47
SLC25A46,10,109,10,12,107,81,147,25,88
SLC25A47,68,104,50,3,100,57,11,98,18
SLC25A48,26,5,126,65,23,125,92,65,92
SLC25A5,85,114,31,49,104,100,96,130,30
SLC25A5-AS1,50,48,,117,34,139,1,110,141
SLC25A51,87,113,31,55,103,134,94,126,52
SLC25A52,100,83,23,101,127,68,101,3,38
SLC25A53,68,105,82,122,79,11,19,97,122
SLC25A6,93,82,29,4,120,64,139,6,50
SLC26A1,108,21,39,105,75,62,56,17,6
SLC26A10,5,63,66,30,,35,2,73,73
SLC26A11,116,84,44,104,71,65,101,8,3
SLC26A2,9,120,14,5,114,83,130,21,86
SLC26A3,73,55,41,61,111,121,94,141,141
SLC26A4,91,76,23,99,125,61,106,9,6
SLC26A4-AS1,72,100,125,34,35,31,19,74,24
SLC26A5,110,71,26,136,,23,102,91,22
SLC26A6,11,120,15,7,112,84,130,30,86
SLC26A7,54,71,128,85,27,28,41,122,129
SLC26A8,55,52,65,18,60,19,51,136,113
SLC26A9,80,48,83,100,81,41,54,89,16
SLC27A1,104,125,36,33,118,70,123,27,57
SLC27A2,11,120,17,4,112,70,126,29,57
SLC27A3,7,109,10,10,107,82,131,23,91
SLC27A4,102,125,18,3,115,70,123,4,57
SLC27A5,69,46,59,19,91,31,36,116,139
SLC27A6,9,117,14,10,114,89,121,21,90
SLC28A2,91,84,42,102,78,65,117,8,45
SLC28A3,92,64,61,22,70,37,43,131,73
SLC29A1,6,111,8,15,108,80,148,22,87
SLC29A2,104,125,20,2,119,84,123,26,57
SLC29A3,98,92,47,88,88,36,44,53,146
SLC29A4,95,84,83,61,83,34,45,95,9
SLC2A1,10,126,12,7,112,85,128,20,84
SLC2A10,33,1,65,21,56,34,43,113,115
SLC2A11,112,100,98,113,80,56,85,17,73
SLC2A12,102,125,32,4,115,69,126,4,57
SLC2A13,91,84,45,101,78,62,54,5,5
SLC2A14,95,22,38,94,75,54,57,5,2
SLC2A2,97,48,85,64,79,34,47,86,16
SLC2A3,96,22,38,103,76,62,57,5,5
SLC2A4,91,84,42,99,78,60,116,5,5
SLC2A4RG,22,94,95,112,59,107,14,102,141
SLC2A5,103,125,35,101,129,76,107,1,56
SLC2A6,120,83,27,101,134,66,57,17,6
SLC2A7,83,39,117,28,81,7,1,78,146
SLC2A8,103,76,36,132,127,68,107,3,37
SLC2A9,101,87,21,99,125,41,108,11,38
SLC30A1,7,109,9,14,107,82,149,23,91
SLC30A10,116,83,38,109,125,66,57,8,41
SLC30A2,7,111,8,14,109,79,148,25,87
SLC30A3,8,120,17,2,112,83,122,30,85
SLC30A4,104,77,36,31,119,77,124,27,60
SLC30A5,7,109,9,14,107,82,149,25,91
SLC30A6,7,109,9,13,107,82,149,25,91
SLC30A7,7,109,9,6,107,82,131,23,89
SLC30A8,7,109,11,14,107,82,149,23,89
SLC30A9,87,113,31,55,103,134,94,126,52
SLC31A1,105,123,35,131,123,73,104,33,53
SLC31A2,104,125,17,3,118,70,123,29,60
SLC32A1,75,23,83,67,76,36,48,87,3
SLC33A1,10,120,10,13,113,86,149,24,84
SLC34A1,65,47,77,61,79,51,52,6,144
SLC34A2,102,125,36,2,118,72,124,26,57
SLC34A3,116,87,27,105,73,67,103,11,38
SLC35A1,102,121,36,3,115,83,126,29,57
SLC35A2,115,79,22,96,124,41,111,12,40
SLC35A3,75,52,83,102,79,5,47,89,14
SLC35A4,102,121,20,3,119,70,123,1,57
SLC35A5,113,22,44,98,71,66,101,9,6
SLC35B1,99,76,35,33,127,70,110,3,54
SLC35B2,7,109,10,6,107,82,149,25,89
SLC35B3,82,45,73,24,98,31,18,81,118
SLC35B4,9,120,16,5,112,82,121,21,85
SLC35C1,113,83,38,103,71,57,58,16,5
SLC35C2,7,109,10,15,113,80,148,23,89
SLC35D1,82,45,127,109,81,142,6,110,128
SLC35D2,94,55,106,109,77,137,52,112,20
SLC35D3,99,43,46,134,45,116,88,134,102
SLC35E1,102,125,18,2,115,69,126,4,57
SLC35E2A,109,21,40,109,74,44,57,16,15
SLC35E2B,64,112,88,80,48,19,53,89,77
SLC35E3,102,125,20,3,127,70,124,27,56
SLC35E4,104,125,37,4,119,71,110,27,57
SLC35F1,102,125,18,33,119,71,123,27,57
SLC35F2,9,117,14,7,116,86,130,21,84
SLC35F3,61,26,111,25,43,25,3,119,126
SLC35F5,106,122,19,131,118,77,112,28,58
SLC35F6,102,125,17,8,115,71,126,29,57
SLC35G1,75,31,86,93,82,50,65,77,11
SLC35G2,103,77,37,33,127,70,109,3,54
SLC35G5,93,66,42,102,78,68,102,31,59
SLC36A1,78,44,85,86,100,56,52,80,16
SLC36A3,109,32,84,85,133,57,91,1,118
SLC37A1,96,22,44,105,71,62,41,16,41
SLC37A3,105,85,23,97,125,66,106,11,38
SLC37A4,49,79,35,8,121,77,107,35,39
SLC38A1,7,111,8,15,107,82,148,25,88
SLC38A10,9,117,12,6,114,82,121,21,90
SLC38A11,77,85,98,105,66,131,65,94,4
SLC38A2,10,117,10,13,113,86,149,24,89
SLC38A3,114,85,45,101,73,66,57,9,42
SLC38A4,97,84,74,103,78,60,53,19,3
SLC38A5,104,125,18,2,115,70,124,27,57
SLC38A6,116,22,38,102,75,62,59,9,5
SLC38A7,7,109,11,13,111,80,127,25,89
SLC38A9,102,125,17,3,118,70,124,29,56
SLC39A1,102,122,36,2,119,72,124,27,58
SLC39A10,6,111,8,15,108,80,148,22,87
SLC39A11,8,118,17,9,114,72,122,28,86
SLC39A12,9,117,12,6,112,86,130,21,84
SLC39A13,118,67,26,106,133,41,56,13,42
SLC39A14,10,117,10,13,107,84,149,23,89
SLC39A2,9,117,14,5,114,82,131,21,89
SLC39A3,105,77,37,31,127,78,113,2,39
SLC39A4,6,111,8,11,108,79,147,22,87
SLC39A5,9,121,17,10,114,83,121,21,86
SLC39A6,6,111,8,11,108,80,148,22,87
SLC39A7,105,124,20,1,123,73,112,35,53
SLC39A8,106,121,19,9,117,72,121,28,57
SLC39A9,11,121,16,10,116,83,130,30,85
SLC3A1,93,91,52,33,112,80,36,32,9
SLC3A2,10,126,12,13,112,84,128,20,84
SLC40A1,49,32,88,11,126,78,54,9,3
SLC41A1,9,117,16,7,114,87,129,23,86
SLC41A2,9,118,16,10,116,87,121,21,86
SLC41A3,8,122,16,2,118,71,122,28,85
SLC43A1,100,86,22,101,73,67,102,10,38
SLC43A2,109,8,88,111,45,46,64,123,127
SLC43A3,101,76,34,137,128,68,108,11,38
SLC44A1,106,121,17,1,117,83,124,21,58
SLC44A2,91,81,34,99,128,65,59,8,44
SLC44A3,76,49,44,64,81,51,49,88,6
SLC44A4,58,103,70,36,76,31,13,95,24
SLC44A5,106,121,19,4,117,71,123,26,60
SLC45A1,71,31,64,91,91,16,38,142,143
SLC45A2,97,22,83,67,74,56,54,16,3
SLC45A3,25,94,55,119,91,132,16,58,123
SLC45A4,97,33,84,85,83,51,50,138,15
SLC46A1,113,21,40,105,100,62,56,15,2
SLC46A3,101,85,51,132,127,75,117,8,5
SLC47A1,6,111,10,5,109,80,149,22,87
SLC47A2,97,30,38,101,101,36,44,4,17
SLC48A1,97,21,40,86,80,57,56,89,2
SLC49A3,75,22,39,104,74,65,58,5,5
SLC49A4,100,87,42,98,73,68,106,11,38
SLC4A1,95,23,41,67,74,57,119,5,1
SLC4A10,23,36,71,24,58,139,34,120,96
SLC4A11,20,14,123,113,60,35,60,120,82
SLC4A1AP,46,63,102,47,3,106,142,41,76
SLC4A2,6,111,8,15,108,79,147,22,87
SLC4A3,77,33,83,62,79,62,45,77,3
SLC4A4,65,48,69,62,101,7,46,86,27
SLC4A5,54,41,99,68,53,26,85,114,75
SLC4A7,7,109,9,14,107,82,148,23,91
SLC4A8,104,77,36,133,118,76,110,27,56
SLC50A1,82,44,65,82,89,7,2,79,140
SLC51A,96,84,44,102,78,36,117,8,5
SLC51B,115,84,42,137,119,65,116,7,45
SLC52A1,105,77,36,33,119,70,108,27,54
SLC52A2,116,84,40,86,71,57,64,16,2
SLC52A3,80,95,71,130,95,93,91,37,121
SLC5A1,120,30,79,101,79,57,53,17,14
SLC5A10,76,47,78,61,100,5,46,7,14
SLC5A11,110,51,84,88,47,56,48,139,12
SLC5A12,78,32,65,61,80,7,50,20,14
